"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.137.201","EUR","FILE","2","831","26","62","4","1686483594273"
"192.168.137.190","EUR","FILE","1","655","23","116","5","1686483594273"
"192.168.137.182","EUR","index.html","2","684","22","68","7","1686483594285"
"192.168.137.226","USA","index.html","2","621","22","55","4","1686483594273"
"192.168.137.241","USA","APP","2","1004","34","52","3","1686483594787"
"192.168.137.220","USA","APP","1","1027","35","106","4","1686483594770"
"192.168.137.236","USA","APP","1","766","24","98","4","1686483594238"
"192.168.137.200","ASI","FILE","2","1019","34","60","3","1686483594785"
"192.168.137.200","ASI","APP","1","642","21","105","2","1686483594256"
"192.168.137.218","USA","index.html","1","826","31","110","3","1686483594778"
"192.168.137.242","EUR","index.html","1","751","25","80","5","1686483594273"
"192.168.137.226","ASI","FILE","1","992","34","100","3","1686483594788"
"192.168.137.196","EUR","index.html","1","654","22","112","5","1686483594256"
"192.168.137.201","ASI","APP","0","1190","38","144","3","1686483594775"
"192.168.137.230","ASI","FILE","0","948","33","156","2","1686483594767"
"192.168.137.220","USA","FILE","2","775","24","59","4","1686483594275"
"192.168.137.190","EUR","index.html","2","934","34","55","7","1686483594783"
"192.168.137.193","EUR","index.html","1","993","33","98","6","1686483594783"
"192.168.137.180","EUR","APP","1","614","21","113","5","1686483594275"
"192.168.137.210","USA","index.html","1","1030","38","91","3","1686483594782"
"192.168.137.202","USA","index.html","2","971","33","55","4","1686483594783"
"192.168.137.202","ASI","FILE","0","644","22","126","3","1686483594283"
"192.168.137.182","EUR","APP","1","994","32","93","5","1686483594796"
"192.168.137.240","EUR","APP","0","697","23","130","6","1686483594280"
"192.168.137.180","USA","FILE","1","989","33","85","4","1686483594804"
"192.168.137.200","EUR","APP","0","667","22","143","4","1686483594289"
"192.168.137.230","EUR","FILE","1","631","23","80","7","1686483594309"
"192.168.137.242","EUR","FILE","2","796","26","60","5","1686483594328"
"192.168.137.218","USA","FILE","1","587","22","85","3","1686483594327"
"192.168.137.218","USA","APP","2","854","32","69","3","1686483594823"
"192.168.137.202","USA","FILE","0","1004","34","195","4","1686483594826"
"192.168.137.236","ASI","index.html","2","789","25","63","2","1686483594327"
"192.168.137.193","EUR","index.html","2","730","23","62","6","1686483594320"
"192.168.137.220","EUR","APP","1","1056","36","103","5","1686483594827"
"192.168.137.241","USA","index.html","2","1025","35","73","3","1686483594815"
"192.168.137.201","USA","APP","1","1223","39","85","3","1686483594815"
"192.168.137.190","EUR","index.html","2","954","35","78","5","1686483594826"
"192.168.137.230","USA","FILE","1","989","34","85","3","1686483594827"
"192.168.137.180","ASI","APP","0","641","22","105","1","1686483594317"
"192.168.137.196","USA","FILE","0","946","33","189","4","1686483594823"
"192.168.137.210","USA","FILE","1","747","27","119","4","1686483594317"
"192.168.137.226","EUR","APP","2","1026","35","47","4","1686483594823"
"192.168.137.201","USA","APP","1","920","30","94","4","1686483594469"
"192.168.137.190","USA","index.html","0","1063","39","156","3","1686483594988"
"192.168.137.193","EUR","FILE","2","1148","38","47","4","1686483594987"
"192.168.137.190","USA","APP","1","749","27","91","3","1686483594471"
"192.168.137.202","EUR","APP","1","757","26","87","6","1686483594474"
"192.168.137.220","ASI","index.html","1","858","28","79","3","1686483594479"
"192.168.137.241","USA","index.html","1","1193","41","97","3","1686483595001"
"192.168.137.210","ASI","FILE","2","873","31","78","3","1686483594492"
"192.168.137.241","ASI","FILE","0","856","28","150","2","1686483594511"
"192.168.137.182","EUR","FILE","1","1178","38","81","7","1686483594999"
"192.168.137.230","EUR","index.html","2","763","27","45","4","1686483594512"
"192.168.137.236","ASI","APP","0","870","29","163","3","1686483594511"
"192.168.137.190","USA","FILE","2","1117","40","42","4","1686483595025"
"192.168.137.202","EUR","FILE","2","1085","36","70","4","1686483595011"
"192.168.137.182","USA","FILE","0","808","26","108","4","1686483594519"
"192.168.137.210","ASI","index.html","1","894","32","80","3","1686483594520"
"192.168.137.180","USA","index.html","1","783","26","95","4","1686483594498"
"192.168.137.196","EUR","index.html","2","791","27","51","4","1686483594520"
"192.168.137.201","ASI","APP","2","950","31","71","1","1686483594511"
"192.168.137.226","EUR","FILE","0","735","27","161","6","1686483594519"
"192.168.137.193","ASI","FILE","1","852","27","115","3","1686483594499"
"192.168.137.220","ASI","index.html","1","1283","43","109","2","1686483595017"
"192.168.137.241","ASI","FILE","1","1222","42","107","3","1686483595045"
"192.168.137.200","ASI","APP","0","788","27","184","1","1686483594516"
"192.168.137.241","EUR","APP","0","878","29","145","7","1686483594524"
"192.168.137.202","EUR","index.html","1","776","27","105","4","1686483594521"
"192.168.137.218","EUR","index.html","1","699","26","96","5","1686483594521"
"192.168.137.182","EUR","APP","1","1210","39","117","5","1686483595053"
"192.168.137.190","EUR","APP","1","779","28","89","7","1686483594531"
"192.168.137.200","ASI","FILE","2","1051","35","70","2","1686483595047"
"192.168.137.220","USA","APP","2","890","29","65","3","1686483594536"
"192.168.137.236","USA","index.html","1","891","30","84","3","1686483594523"
"192.168.137.182","ASI","APP","0","832","27","147","1","1686483594546"
"192.168.137.193","EUR","index.html","1","871","28","104","7","1686483594547"
"192.168.137.196","ASI","APP","0","818","28","137","2","1686483594546"
"192.168.137.190","USA","index.html","0","1134","41","142","4","1686483595051"
"192.168.137.226","EUR","FILE","0","769","28","180","5","1686483594544"
"192.168.137.230","USA","FILE","1","806","28","114","4","1686483594525"
"192.168.137.200","EUR","index.html","1","810","28","78","4","1686483594557"
"192.168.137.220","USA","FILE","2","1317","44","62","4","1686483595061"
"192.168.137.210","ASI","APP","0","920","33","189","1","1686483594557"
"192.168.137.201","USA","index.html","2","976","32","49","4","1686483594547"
"192.168.137.236","USA","FILE","0","1056","35","160","4","1686483595069"
"192.168.137.180","USA","FILE","0","812","27","195","4","1686483594547"
"192.168.137.218","EUR","APP","1","724","27","98","7","1686483594562"
"192.168.137.196","ASI","index.html","0","966","34","101","1","1686483595069"
"192.168.137.182","EUR","FILE","1","1243","40","83","6","1686483595062"
"192.168.137.190","ASI","APP","0","808","29","130","3","1686483594559"
"192.168.137.218","USA","index.html","1","982","37","81","3","1686483595073"
"192.168.137.210","ASI","index.html","0","1088","41","113","2","1686483595088"
"192.168.137.242","USA","FILE","1","837","27","105","3","1686483595066"
"192.168.137.201","EUR","FILE","2","1026","33","43","4","1686483594592"
"192.168.137.241","ASI","index.html","1","896","30","106","3","1686483594591"
"192.168.137.190","USA","APP","1","1161","42","119","3","1686483595072"
"192.168.137.220","USA","index.html","0","906","30","161","4","1686483594565"
"192.168.137.182","ASI","FILE","1","876","28","84","1","1686483594592"
"192.168.137.230","EUR","FILE","1","844","29","116","6","1686483594597"
"192.168.137.200","EUR","APP","0","843","29","109","5","1686483594590"
"192.168.137.202","EUR","FILE","1","815","28","77","4","1686483594581"
"192.168.137.200","EUR","FILE","0","1080","36","184","4","1686483595092"
"192.168.137.182","EUR","APP","1","1274","41","114","5","1686483595110"
"192.168.137.202","USA","FILE","1","1118","37","107","4","1686483595093"
"192.168.137.236","USA","FILE","1","936","31","111","4","1686483594588"
"192.168.137.180","ASI","APP","1","1161","39","109","1","1686483595093"
"192.168.137.210","ASI","index.html","2","1054","39","56","2","1686483594842"
"192.168.137.241","ASI","FILE","2","751","25","67","3","1686483594330"
"192.168.137.193","USA","APP","2","1026","34","67","4","1686483594829"
"192.168.137.182","ASI","APP","2","1022","33","77","2","1686483594842"
"192.168.137.180","ASI","FILE","2","1025","34","76","1","1686483594840"
"192.168.137.226","ASI","index.html","0","638","23","144","3","1686483594316"
"192.168.137.190","EUR","index.html","1","673","24","108","5","1686483594314"
"192.168.137.218","EUR","index.html","0","603","23","180","6","1686483594351"
"192.168.137.193","ASI","index.html","0","745","24","186","2","1686483594344"
"192.168.137.220","ASI","APP","0","804","25","164","3","1686483594360"
"192.168.137.196","EUR","index.html","1","674","23","93","4","1686483594329"
"192.168.137.200","ASI","APP","0","695","23","189","1","1686483594359"
"192.168.137.241","ASI","index.html","2","1051","36","51","1","1686483594865"
"192.168.137.201","ASI","index.html","1","849","27","111","3","1686483594329"
"192.168.137.230","USA","FILE","2","1029","35","51","3","1686483594844"
"192.168.137.202","EUR","APP","0","666","23","152","6","1686483594330"
"192.168.137.240","ASI","APP","1","728","24","103","1","1686483594337"
"192.168.137.226","ASI","index.html","0","1041","36","187","2","1686483594856"
"192.168.137.182","USA","APP","2","717","23","48","4","1686483594328"
"192.168.137.218","ASI","FILE","0","883","33","166","2","1686483594869"
"192.168.137.220","ASI","FILE","1","1089","37","112","1","1686483594848"
"192.168.137.230","USA","FILE","0","667","24","164","3","1686483594361"
"192.168.137.201","ASI","index.html","2","1251","40","45","2","1686483594848"
"192.168.137.210","USA","FILE","2","790","28","48","4","1686483594344"
"192.168.137.190","EUR","FILE","1","983","36","113","6","1686483594863"
"192.168.137.193","ASI","index.html","2","1048","35","66","3","1686483594883"
"192.168.137.210","ASI","index.html","0","1069","40","197","3","1686483594873"
"192.168.137.182","USA","APP","1","1053","34","98","4","1686483594882"
"192.168.137.180","EUR","FILE","0","676","23","180","6","1686483594338"
"192.168.137.236","USA","index.html","0","807","26","133","3","1686483594359"
"192.168.137.226","USA","APP","0","661","24","163","4","1686483594364"
"192.168.137.200","ASI","FILE","2","1129","37","66","3","1686483595398"
"192.168.137.230","EUR","FILE","0","1055","36","196","5","1686483594874"
"192.168.137.190","USA","index.html","1","691","25","116","4","1686483594388"
"192.168.137.180","ASI","APP","1","1050","35","115","2","1686483594887"
"192.168.137.241","ASI","APP","2","782","26","57","3","1686483594386"
"192.168.137.226","ASI","FILE","1","1075","37","82","2","1686483594907"
"192.168.137.220","EUR","FILE","0","1131","38","149","4","1686483594889"
"192.168.137.241","EUR","APP","2","1078","37","76","5","1686483594903"
"192.168.137.190","EUR","FILE","0","1018","37","164","6","1686483594914"
"192.168.137.210","EUR","APP","0","812","29","174","6","1686483594398"
"192.168.137.180","USA","FILE","0","1086","36","198","3","1686483594914"
"192.168.137.220","ASI","APP","0","1160","39","180","1","1686483594909"
"192.168.137.201","USA","index.html","0","866","28","139","4","1686483594376"
"192.168.137.202","EUR","FILE","0","1043","35","154","7","1686483594906"
"192.168.137.200","ASI","index.html","2","723","24","44","3","1686483594413"
"192.168.137.240","ASI","index.html","2","748","25","79","1","1686483594395"
"192.168.137.193","USA","FILE","0","780","25","157","3","1686483594398"
"192.168.137.230","USA","index.html","0","1071","37","160","4","1686483594908"
"192.168.137.226","ASI","APP","0","682","25","161","2","1686483594417"
"192.168.137.180","ASI","FILE","1","719","24","117","2","1686483594398"
"192.168.137.230","ASI","FILE","2","717","25","63","2","1686483594414"
"192.168.137.218","ASI","APP","0","904","34","182","1","1686483594908"
"192.168.137.182","EUR","FILE","0","1080","35","148","4","1686483594916"
"192.168.137.220","USA","index.html","0","819","26","197","4","1686483594411"
"192.168.137.196","ASI","FILE","2","706","24","67","3","1686483594413"
"192.168.137.193","ASI","FILE","2","1088","36","40","1","1686483594917"
"192.168.137.182","EUR","index.html","2","742","24","55","7","1686483594410"
"192.168.137.202","USA","FILE","1","711","24","117","4","1686483594411"
"192.168.137.236","ASI","APP","1","834","27","113","2","1686483594411"
"192.168.137.190","ASI","index.html","2","720","26","42","3","1686483594419"
"192.168.137.218","EUR","APP","2","935","35","77","6","1686483594936"
"192.168.137.241","EUR","APP","2","1119","38","44","4","1686483594924"
"192.168.137.218","USA","FILE","2","644","24","50","4","1686483594420"
"192.168.137.230","ASI","APP","1","1101","38","93","3","1686483594936"
"192.168.137.180","USA","index.html","2","1111","37","54","3","1686483594934"
"192.168.137.182","ASI","FILE","1","1114","36","85","2","1686483594935"
"192.168.137.242","EUR","APP","1","886","29","95","5","1686483595439"
"192.168.137.220","USA","APP","0","1184","40","147","3","1686483594936"
"192.168.137.220","EUR","FILE","2","1240","41","44","4","1686483594954"
"192.168.137.201","USA","index.html","2","891","29","54","4","1686483594428"
"192.168.137.241","USA","APP","0","1142","39","174","3","1686483594954"
"192.168.137.190","EUR","index.html","2","1047","38","43","6","1686483594944"
"192.168.137.210","ASI","APP","0","836","30","164","1","1686483594427"
"192.168.137.193","EUR","APP","0","1109","37","162","6","1686483594964"
"192.168.137.200","ASI","APP","1","748","25","117","2","1686483594437"
"192.168.137.180","EUR","APP","1","1134","38","110","5","1686483594968"
"192.168.137.202","USA","index.html","1","732","25","84","3","1686483594462"
"192.168.137.240","EUR","FILE","0","777","26","161","5","1686483594468"
"192.168.137.180","EUR","FILE","0","764","25","151","7","1686483594462"
"192.168.137.241","EUR","APP","2","818","27","43","7","1686483594444"
"192.168.137.230","USA","index.html","2","1124","39","64","4","1686483594965"
"192.168.137.200","ASI","index.html","1","766","26","112","3","1686483594470"
"192.168.137.193","ASI","FILE","2","814","26","77","3","1686483594463"
"192.168.137.230","EUR","index.html","1","735","26","106","7","1686483594468"
"192.168.137.236","USA","index.html","0","849","28","198","3","1686483594468"
"192.168.137.196","USA","APP","1","738","25","76","3","1686483594463"
"192.168.137.220","ASI","index.html","0","837","27","119","1","1686483594463"
"192.168.137.182","USA","APP","1","1145","37","118","3","1686483594965"
"192.168.137.241","EUR","APP","0","1174","40","120","4","1686483594976"
"192.168.137.182","EUR","FILE","0","774","25","186","6","1686483594463"
"192.168.137.218","USA","APP","2","680","25","47","3","1686483594463"
"192.168.137.226","ASI","index.html","0","699","26","136","3","1686483594456"
"192.168.137.196","ASI","index.html","2","765","26","48","3","1686483594475"
"192.168.137.218","ASI","index.html","2","961","36","50","1","1686483594980"
"192.168.137.220","EUR","APP","1","1265","42","113","6","1686483594988"
"192.168.137.201","ASI","APP","0","1274","41","143","1","1686483595696"
"192.168.137.241","EUR","FILE","1","1270","44","82","7","1686483595702"
"192.168.137.190","ASI","index.html","0","1244","45","183","1","1686483595717"
"192.168.137.196","ASI","APP","1","992","35","88","2","1686483595723"
"192.168.137.218","EUR","APP","2","1063","39","60","5","1686483595739"
"192.168.137.230","ASI","index.html","0","1144","40","104","3","1686483595739"
"192.168.137.240","USA","FILE","2","834","28","49","4","1686483595739"
"192.168.137.202","EUR","FILE","1","1167","38","80","5","1686483595746"
"192.168.137.218","EUR","APP","1","1090","40","78","7","1686483595757"
"192.168.137.180","EUR","APP","2","848","28","49","5","1686483594596"
"192.168.137.190","USA","FILE","2","1209","43","57","3","1686483595114"
"192.168.137.226","EUR","FILE","2","809","29","52","4","1686483594603"
"192.168.137.220","ASI","APP","1","936","31","80","2","1686483594597"
"192.168.137.196","ASI","APP","0","845","29","160","3","1686483594605"
"192.168.137.236","USA","FILE","1","1087","36","109","3","1686483595120"
"192.168.137.242","EUR","index.html","2","860","28","60","7","1686483595120"
"192.168.137.218","EUR","FILE","1","1030","38","85","4","1686483595638"
"192.168.137.218","ASI","FILE","1","753","28","102","2","1686483594609"
"192.168.137.210","USA","FILE","0","948","34","192","4","1686483594606"
"192.168.137.190","ASI","APP","0","838","30","156","1","1686483594623"
"192.168.137.230","EUR","index.html","2","872","30","45","5","1686483594635"
"192.168.137.202","ASI","APP","0","839","29","137","3","1686483594628"
"192.168.137.200","USA","index.html","1","862","30","104","4","1686483594626"
"192.168.137.201","ASI","FILE","1","1071","34","111","1","1686483594634"
"192.168.137.193","EUR","index.html","0","886","29","189","5","1686483594608"
"192.168.137.190","USA","index.html","0","1229","44","105","4","1686483595143"
"192.168.137.182","ASI","FILE","0","911","29","109","3","1686483594632"
"192.168.137.236","EUR","APP","0","1113","37","156","5","1686483595148"
"192.168.137.236","USA","index.html","2","963","32","48","3","1686483594634"
"192.168.137.220","USA","index.html","2","957","32","73","4","1686483594640"
"192.168.137.226","USA","FILE","2","849","30","47","4","1686483594640"
"192.168.137.241","ASI","index.html","0","912","31","158","2","1686483594636"
"192.168.137.202","EUR","FILE","0","866","30","167","7","1686483594666"
"192.168.137.236","USA","APP","1","1143","38","112","3","1686483595671"
"192.168.137.210","ASI","APP","0","970","35","199","3","1686483594641"
"192.168.137.196","USA","APP","1","868","30","114","3","1686483594661"
"192.168.137.180","EUR","FILE","1","1191","40","99","6","1686483596772"
"192.168.137.242","EUR","index.html","0","902","30","167","5","1686483596806"
"192.168.137.236","EUR","index.html","2","1166","39","60","7","1686483596896"
"192.168.137.190","EUR","index.html","0","1261","46","149","4","1686483596992"
"192.168.137.236","EUR","APP","0","1192","40","172","5","1686483597038"
"192.168.137.190","EUR","index.html","2","1285","47","56","7","1686483597135"
"192.168.137.196","EUR","APP","0","1018","36","139","6","1686483597207"
"192.168.137.182","ASI","APP","2","1306","42","53","3","1686483597230"
"192.168.137.196","USA","FILE","0","1045","37","156","3","1686483597241"
"192.168.137.220","ASI","APP","0","1344","45","124","2","1686483597261"
"192.168.137.230","USA","FILE","1","1183","41","94","4","1686483597272"
"192.168.137.201","EUR","FILE","1","1313","42","95","4","1686483597285"
"192.168.137.218","EUR","FILE","1","1123","41","102","6","1686483597298"
"192.168.137.240","ASI","APP","0","861","29","197","2","1686483597312"
"192.168.137.220","ASI","index.html","1","1364","46","91","3","1686483597323"
"192.168.137.218","ASI","APP","1","1156","42","104","1","1686483597331"
"192.168.137.196","EUR","index.html","0","1060","38","191","5","1686483597344"
"192.168.137.226","ASI","index.html","2","1096","38","71","2","1686483597428"
"192.168.137.180","ASI","index.html","1","1210","41","96","2","1686483597444"
"192.168.137.241","EUR","APP","2","1306","45","49","4","1686483597444"
"192.168.137.200","ASI","FILE","2","1170","38","42","3","1686483597443"
"192.168.137.242","USA","FILE","2","951","31","59","4","1686483597448"
"192.168.137.196","EUR","index.html","2","1083","39","63","6","1686483597446"
"192.168.137.202","ASI","FILE","2","1204","39","54","3","1686483597446"
"192.168.137.218","ASI","FILE","0","1187","43","184","1","1686483597429"
"192.168.137.190","USA","FILE","1","1327","48","90","3","1686483597444"
"192.168.137.182","USA","index.html","0","1322","43","159","3","1686483597445"
"192.168.137.220","EUR","index.html","2","1392","47","45","4","1686483597444"
"192.168.137.218","EUR","index.html","0","1203","44","162","5","1686483597483"
"192.168.137.190","EUR","APP","2","1367","49","43","6","1686483597484"
"192.168.137.182","USA","FILE","1","1360","44","109","3","1686483597497"
"192.168.137.220","USA","FILE","1","1429","48","112","3","1686483597498"
"192.168.137.202","EUR","FILE","2","1253","40","62","7","1686483597541"
"192.168.137.210","EUR","index.html","0","1104","42","170","5","1686483597543"
"192.168.137.242","EUR","FILE","1","990","32","105","7","1686483597543"
"192.168.137.230","EUR","APP","0","1213","42","116","4","1686483597544"
"192.168.137.180","ASI","index.html","0","1225","42","188","2","1686483597544"
"192.168.137.196","EUR","FILE","0","1113","40","137","4","1686483597544"
"192.168.137.196","ASI","index.html","0","1129","41","171","2","1686483597577"
"192.168.137.240","EUR","index.html","1","882","30","84","5","1686483597646"
"192.168.137.226","USA","FILE","1","1130","39","101","3","1686483597646"
"192.168.137.230","USA","index.html","0","1229","43","159","3","1686483597649"
"192.168.137.202","USA","APP","0","1278","41","132","3","1686483597649"
"192.168.137.196","EUR","index.html","2","1156","42","46","5","1686483597649"
"192.168.137.242","ASI","APP","0","1016","33","142","2","1686483597650"
"192.168.137.200","USA","index.html","0","1186","39","168","4","1686483597634"
"192.168.137.200","EUR","FILE","2","1234","40","66","5","1686483597649"
"192.168.137.182","EUR","index.html","0","1376","45","173","5","1686483597648"
"192.168.137.182","USA","index.html","1","1395","46","98","3","1686483597674"
"192.168.137.240","EUR","index.html","2","904","31","68","6","1686483597726"
"192.168.137.193","EUR","FILE","2","1186","39","46","7","1686483597742"
"192.168.137.242","ASI","APP","2","1046","34","60","3","1686483597742"
"192.168.137.202","USA","APP","1","1309","42","82","4","1686483597742"
"192.168.137.226","ASI","APP","0","1155","40","155","2","1686483597742"
"192.168.137.220","EUR","FILE","2","1486","49","45","7","1686483597754"
"192.168.137.218","EUR","FILE","0","1233","45","122","4","1686483597733"
"192.168.137.236","ASI","APP","2","1228","41","46","3","1686483597742"
"192.168.137.190","USA","FILE","1","1405","50","106","3","1686483597742"
"192.168.137.200","USA","FILE","0","1274","41","113","4","1686483597760"
"192.168.137.182","ASI","APP","2","1432","47","48","2","1686483597741"
"192.168.137.218","EUR","APP","2","1263","46","55","4","1686483597773"
"192.168.137.236","ASI","APP","0","1255","42","173","3","1686483597803"
"192.168.137.201","EUR","FILE","2","1363","43","73","4","1686483597816"
"192.168.137.242","ASI","FILE","1","1077","35","118","1","1686483597829"
"192.168.137.241","EUR","FILE","2","1350","46","41","4","1686483597816"
"192.168.137.240","EUR","APP","0","950","33","129","5","1686483597816"
"192.168.137.220","EUR","APP","2","1513","50","72","7","1686483597824"
"192.168.137.240","ASI","index.html","1","922","32","108","1","1686483597731"
"192.168.137.202","EUR","APP","2","1340","43","69","4","1686483597823"
"192.168.137.190","EUR","FILE","1","1441","51","94","6","1686483597805"
"192.168.137.180","ASI","APP","2","1253","43","79","2","1686483597816"
"192.168.137.230","ASI","index.html","0","1245","44","172","2","1686483597756"
"192.168.137.210","EUR","FILE","1","1135","43","112","4","1686483597755"
"192.168.137.196","USA","FILE","1","1192","43","83","3","1686483597760"
"192.168.137.196","EUR","FILE","2","1236","44","77","6","1686483597817"
"192.168.137.200","ASI","FILE","0","1304","42","129","3","1686483597828"
"192.168.137.230","EUR","index.html","2","1266","45","70","7","1686483597823"
"192.168.137.182","EUR","APP","2","1461","48","71","6","1686483597818"
"192.168.137.196","EUR","APP","2","1267","45","72","6","1686483597860"
"192.168.137.236","EUR","APP","1","1287","43","92","4","1686483597865"
"192.168.137.218","EUR","APP","0","1291","47","180","7","1686483597836"
"192.168.137.230","ASI","index.html","1","1286","46","88","3","1686483597855"
"192.168.137.193","EUR","FILE","1","1226","40","92","5","1686483597841"
"192.168.137.202","EUR","APP","0","1369","44","187","7","1686483597876"
"192.168.137.242","ASI","APP","0","1099","36","178","2","1686483597862"
"192.168.137.201","EUR","APP","2","1407","44","41","5","1686483597862"
"192.168.137.180","EUR","FILE","0","1285","44","168","7","1686483597865"
"192.168.137.200","USA","APP","2","1345","43","45","3","1686483597873"
"192.168.137.190","ASI","FILE","0","1476","52","125","3","1686483597875"
"192.168.137.182","USA","FILE","2","1513","49","41","4","1686483597894"
"192.168.137.196","ASI","APP","0","1293","46","165","2","1686483597903"
"192.168.137.240","USA","APP","1","980","34","76","3","1686483597901"
"192.168.137.220","EUR","APP","1","1540","51","76","7","1686483597907"
"192.168.137.241","EUR","APP","1","1376","47","81","5","1686483597913"
"192.168.137.193","ASI","APP","1","1256","41","106","3","1686483597928"
"192.168.137.201","EUR","APP","0","1432","45","157","5","1686483597920"
"192.168.137.236","EUR","APP","0","1311","44","169","7","1686483597911"
"192.168.137.180","EUR","APP","0","1317","45","119","5","1686483597925"
"192.168.137.230","EUR","APP","2","1326","47","50","5","1686483597924"
"192.168.137.218","ASI","index.html","0","1307","48","165","3","1686483597923"
"192.168.137.200","USA","FILE","2","1402","44","42","3","1686483597936"
"192.168.137.202","ASI","APP","0","1402","45","117","1","1686483597934"
"192.168.137.240","USA","APP","2","1008","35","70","4","1686483597945"
"192.168.137.218","EUR","FILE","2","1357","49","69","7","1686483597963"
"192.168.137.182","ASI","APP","1","1537","50","107","2","1686483597963"
"192.168.137.230","EUR","APP","2","1359","48","54","7","1686483597964"
"192.168.137.180","ASI","index.html","1","1337","46","93","3","1686483597971"
"192.168.137.210","EUR","index.html","1","1154","44","100","6","1686483597835"
"192.168.137.210","EUR","FILE","1","1196","45","119","4","1686483597901"
"192.168.137.210","EUR","FILE","1","1245","46","80","5","1686483597962"
"192.168.137.241","EUR","index.html","0","1392","48","169","6","1686483597971"
"192.168.137.190","USA","FILE","2","1516","53","74","4","1686483597966"
"192.168.137.236","EUR","index.html","2","1340","45","42","4","1686483597960"
"192.168.137.193","ASI","index.html","2","1282","42","49","2","1686483597959"
"192.168.137.196","ASI","APP","2","1329","47","58","1","1686483597962"
"192.168.137.200","EUR","FILE","1","1442","45","97","6","1686483597976"
"192.168.137.202","USA","index.html","0","1417","46","193","3","1686483597986"
"192.168.137.196","USA","APP","2","1360","48","66","3","1686483597999"
"192.168.137.182","USA","APP","1","1568","51","82","3","1686483597991"
"192.168.137.220","USA","FILE","2","1578","52","44","3","1686483597991"
"192.168.137.240","USA","APP","2","1050","36","45","3","1686483598005"
"192.168.137.230","EUR","index.html","0","1377","49","127","5","1686483597994"
"192.168.137.210","EUR","APP","0","1275","47","176","7","1686483598008"
"192.168.137.241","EUR","FILE","1","1429","49","92","4","1686483598017"
"192.168.137.190","USA","index.html","1","1535","54","100","4","1686483598021"
"192.168.137.226","USA","FILE","1","1201","41","114","3","1686483598050"
"192.168.137.180","ASI","index.html","0","1353","47","172","3","1686483598052"
"192.168.137.202","EUR","APP","2","1452","47","46","4","1686483598050"
"192.168.137.220","ASI","index.html","0","1596","53","132","3","1686483598055"
"192.168.137.182","ASI","APP","0","1591","52","193","2","1686483598054"
"192.168.137.240","EUR","index.html","0","1066","37","176","5","1686483598058"
"192.168.137.242","ASI","APP","0","1123","37","114","3","1686483598058"
"192.168.137.236","EUR","APP","1","1364","46","111","5","1686483598056"
"192.168.137.218","USA","APP","2","1384","50","65","4","1686483598050"
"192.168.137.193","EUR","index.html","2","1305","43","64","7","1686483598043"
"192.168.137.230","EUR","index.html","1","1397","50","94","5","1686483598050"
"192.168.137.201","ASI","APP","0","1457","46","122","2","1686483598052"
"192.168.137.200","EUR","index.html","0","1458","46","154","7","1686483598052"
"192.168.137.196","EUR","FILE","0","1400","49","112","6","1686483598055"
"192.168.137.241","EUR","APP","1","1461","50","117","7","1686483598059"
"192.168.137.190","ASI","FILE","2","1584","55","78","3","1686483598067"
"192.168.137.220","USA","APP","1","1619","54","113","4","1686483598096"
"192.168.137.210","EUR","APP","2","1307","48","54","7","1686483598091"
"192.168.137.241","ASI","index.html","2","1488","51","48","3","1686483598121"
"192.168.137.180","USA","index.html","2","1376","48","60","3","1686483598109"
"192.168.137.218","USA","FILE","0","1410","51","165","4","1686483598124"
"192.168.137.226","USA","index.html","0","1219","42","124","3","1686483598109"
"192.168.137.240","USA","FILE","1","1105","38","103","4","1686483598112"
"192.168.137.236","ASI","APP","0","1392","47","169","1","1686483598130"
"192.168.137.201","USA","FILE","1","1503","47","107","3","1686483598135"
"192.168.137.190","EUR","index.html","0","1601","56","147","5","1686483598129"
"192.168.137.200","ASI","FILE","0","1504","47","116","3","1686483598133"
"192.168.137.196","ASI","FILE","0","1440","50","132","2","1686483598140"
"192.168.137.210","EUR","index.html","2","1332","49","52","5","1686483598148"
"192.168.137.182","USA","APP","1","1623","53","83","4","1686483598136"
"192.168.137.230","USA","FILE","0","1428","51","107","4","1686483598135"
"192.168.137.190","USA","APP","0","1622","57","159","4","1686483598162"
"192.168.137.200","EUR","APP","2","1544","48","44","6","1686483598163"
"192.168.137.220","ASI","index.html","2","1644","55","52","1","1686483598164"
"192.168.137.210","ASI","APP","2","1370","50","42","2","1686483598168"
"192.168.137.202","USA","APP","2","1481","48","63","4","1686483598167"
"192.168.137.218","EUR","APP","1","1435","52","111","7","1686483598178"
"192.168.137.230","ASI","APP","0","1455","52","181","2","1686483598201"
"192.168.137.182","EUR","index.html","0","1640","54","140","5","1686483598197"
"192.168.137.196","EUR","APP","0","1467","51","106","4","1686483598183"
"192.168.137.218","EUR","FILE","1","1477","53","85","7","1686483598211"
"192.168.137.236","ASI","index.html","0","1410","48","128","2","1686483598210"
"192.168.137.200","USA","APP","2","1582","49","45","4","1686483598209"
"192.168.137.242","USA","APP","0","1149","38","175","3","1686483598211"
"192.168.137.190","EUR","index.html","2","1650","58","45","6","1686483598208"
"192.168.137.180","ASI","APP","0","1400","49","171","3","1686483598211"
"192.168.137.193","USA","FILE","0","1334","44","108","3","1686483598207"
"192.168.137.240","ASI","index.html","1","1124","39","95","3","1686483598210"
